0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
671.93195,328.56598,0.9972986,681.13617,318.24908,0.97648364,675.1272,318.4895,0.96083325,714.45306,324.27234,1.0063962,716.6724,322.84656,0.7412262,714.8879,380.19995,0.9065672,738.2288,379.25092,0.8731279,606.7145,368.01526,0.9077283,622.1159,378.69055,0.5248823,537.278,310.0277,0.9284438,551.81525,325.5318,0.51618487,740.65875,567.18024,0.8772172,758.0993,564.82874,0.7806033,728.4653,722.10547,0.95302427,743.2608,713.75085,0.94298697,750.4892,854.67883,0.9489604,760.7308,823.29956,0.98577654
671.9529,328.57788,0.9977608,681.19104,318.27716,0.9766259,675.1155,318.49115,0.961588,714.48047,324.3327,1.0067792,716.5908,322.89532,0.7421138,714.73096,380.24646,0.9081446,738.2366,379.34326,0.872758,606.56604,367.91205,0.9060427,621.98596,378.5927,0.52214634,537.3683,309.98145,0.9288986,551.9027,325.63898,0.5161389,740.6708,567.2458,0.87840843,758.15173,564.92365,0.78165185,728.49097,722.2249,0.954142,743.27,713.7618,0.94459534,750.42053,854.826,0.94819605,760.8357,823.3199,0.9896364
671.87524,328.1363,0.97632563,681.6603,316.20587,0.98123497,675.62695,316.80396,0.9091506,713.6891,323.20178,1.0155637,715.244,322.88232,0.7396623,715.6854,381.60034,0.9008237,731.3916,380.77466,0.86465627,614.6865,379.20172,0.83847505,627.80664,390.57678,0.76279885,538.73035,328.4734,0.92325264,557.3385,351.3954,0.7843049,744.91003,568.7034,0.8988048,753.89624,566.26074,0.7293692,726.2339,721.8451,0.9364817,739.9407,713.2958,0.9302578,749.6555,853.4332,0.94180155,757.0856,824.91956,0.98829097
671.24915,331.37766,0.9702203,680.44464,319.63614,0.9858052,674.6974,320.39883,0.92784846,711.78845,326.20847,1.0079613,713.40405,326.7598,0.7242408,716.9572,384.0886,0.91463363,724.28186,384.1508,0.8039102,610.3616,389.12302,0.7917354,620.5902,403.33035,0.9139288,535.67944,345.8173,0.9005571,546.03955,368.93307,0.8637973,748.4065,572.5574,0.8798057,753.94507,569.9075,0.71215975,721.48706,723.34436,0.95811814,735.67664,715.5062,0.9383019,750.5283,852.8766,0.9810214,753.2826,828.73535,0.9758609
670.71094,335.43964,0.9868401,679.8115,323.1593,0.98844385,674.24286,323.60406,0.94217163,711.9968,329.83044,0.9921909,714.5186,330.7611,0.7267219,716.62646,388.596,0.92000854,726.391,388.98956,0.81260186,608.81714,408.37396,0.91677284,620.4169,415.99774,0.82737863,527.7477,372.87872,0.957246,540.65216,391.24323,0.8490959,751.00366,578.0802,0.86144245,759.687,575.61487,0.7259959,710.54144,724.08856,0.94262457,733.2527,716.30096,0.99010706,749.3744,853.4975,0.9827242,754.6123,830.6525,1.0123737
670.19556,341.712,0.979506,680.0206,329.73264,0.9888426,674.17664,329.95694,0.908803,712.50684,337.04623,0.9961257,713.6854,337.98447,0.7086599,715.6461,393.12265,0.8923109,725.78625,396.95572,0.78496146,611.84143,420.24802,0.9404717,627.87695,441.13382,0.92876124,529.42163,406.73727,0.92256516,544.2002,420.61685,0.8589164,753.0835,582.6588,0.8639748,759.8729,580.95715,0.73559356,704.38135,725.9645,0.93473876,730.079,718.08325,0.9990542,748.5023,854.3374,0.9742863,755.1466,831.7073,1.0322158
670.0708,348.94293,0.98825365,679.54443,337.3803,0.9745709,672.9723,337.67242,0.9294017,712.64465,342.46826,0.9872265,712.9087,341.87018,0.7249534,715.49854,399.88232,0.91462356,725.79016,403.573,0.80708045,613.9512,433.7163,0.92894006,630.8131,455.19037,0.901273,525.76965,431.56342,0.9174944,539.20044,450.162,1.0287178,754.41406,587.3121,0.8711158,764.75134,585.5076,0.74572325,700.2196,729.2602,0.96579194,727.4679,724.7957,0.97220665,748.4459,854.88983,0.9623251,755.4883,830.7951,0.9700872
670.0814,352.02084,0.98092926,679.8457,338.61368,1.0002902,674.057,339.32706,0.8988438,712.4956,346.16495,0.9940021,714.1039,346.9512,0.7381147,715.4193,404.17807,0.9427569,730.19666,406.00027,0.800033,620.6157,449.80692,0.8845725,635.2582,469.10788,0.97736764,535.3594,470.2587,0.8880638,543.1217,476.689,0.91119176,753.9092,591.1721,0.8842962,766.04724,588.6229,0.754849,701.0824,732.56226,0.9684744,728.7423,726.8391,0.99851716,747.1389,858.0403,0.97447264,754.5106,834.29736,0.99733245
668.69183,354.47705,0.99956214,678.21625,342.78473,0.9777928,672.2444,342.8546,0.92443764,711.3015,347.8498,0.9813488,714.6274,347.72632,0.7428632,712.36615,405.16882,0.9395448,729.66296,403.76422,0.86443603,627.04504,468.51733,0.9624472,643.2878,479.58478,0.9743441,547.68054,497.37555,0.8891789,563.4781,508.588,0.97108006,751.6622,590.0148,0.8732295,767.5607,586.8663,0.7788613,707.741,728.72455,0.9590142,730.77075,725.49005,0.92566854,748.3035,857.22906,0.98213565,754.10333,831.4124,0.9681884
664.8618,351.2785,0.9869043,673.7595,338.3181,0.9727467,668.4143,338.97278,0.9360882,706.7196,342.1305,0.99437714,710.93823,343.50763,0.7327298,710.9199,401.14172,0.9285667,729.44775,398.53564,0.87733054,641.1338,479.08704,0.9252111,655.5868,493.57532,0.9797918,565.2936,528.73364,0.94476205,581.01086,536.8324,0.9119986,755.40906,586.6188,0.87532073,770.5382,582.6692,0.776055,715.2107,724.3406,0.9862063,734.69507,720.6476,0.9076848,749.2084,856.0502,0.9479212,750.7528,829.77625,0.9575671
657.7278,344.1964,0.9931592,667.2429,331.95142,0.97932816,659.85095,332.3009,0.9482213,701.0032,336.4981,0.99551415,700.2964,335.38373,0.78784525,711.8767,399.36444,0.91688895,723.63074,395.97467,0.8336463,656.2825,490.93005,0.9408529,670.68164,496.29657,0.980626,598.9072,556.4865,0.9183214,610.6404,554.2954,0.90200037,761.3668,583.47473,0.8815103,767.36523,579.247,0.74672496,728.12195,719.3595,0.9347137,735.2788,712.88245,0.9188444,749.1648,851.33655,0.9847453,752.2301,826.3998,0.96116376
651.59656,344.34808,0.9795299,658.8052,330.66473,0.9872899,653.60474,331.44098,0.9078797,692.07825,331.3484,0.98582417,695.29626,332.0581,0.8104793,710.59607,391.29028,0.9526422,722.7189,387.7287,0.8614092,681.56946,499.7721,0.9103124,694.5939,500.05084,0.8310222,636.2333,584.24756,0.89746386,645.1974,573.6068,0.7079165,766.8469,574.196,0.849021,774.5753,569.2699,0.6935591,730.9995,713.8002,0.95462126,741.62427,707.3629,0.918477,748.30347,846.827,0.9851547,750.7108,822.18665,0.96225953
642.77423,345.83398,0.9962497,649.98346,333.0578,0.9847395,644.69916,333.30377,0.8779385,682.97455,332.8954,0.98054457,687.0793,332.43286,0.839723,708.30774,392.77283,0.9336713,716.68634,387.22058,0.844815,710.1574,489.1314,0.94954187,726.5068,490.36676,0.6653105,694.5165,583.5742,0.8290703,716.8465,568.3183,0.537354,774.6574,568.7872,0.8819289,773.6088,565.6407,0.74629843,737.0167,705.5136,0.96677446,741.5551,702.5976,0.9177203,748.518,842.72894,0.9516122,748.24664,820.9423,0.9793159
636.55975,355.23105,0.98693335,642.3282,341.73154,0.99346685,637.66895,342.10873,0.8894695,672.7715,340.46048,0.9903962,680.56885,339.54623,0.7931365,703.7913,396.48117,0.94284064,715.08154,390.47922,0.86507404,739.79944,491.58286,0.9630408,740.3771,491.02737,0.70939577,758.42224,588.55554,0.9232582,740.916,583.86084,0.68669283,782.5519,568.3179,0.8334166,789.3281,562.6865,0.7345698,736.74,703.422,1.008112,741.2865,700.03735,0.9140711,749.61597,838.78564,0.92050916,747.9061,816.4856,0.97607183
629.9608,372.49548,0.9631529,633.81067,357.38928,0.9914892,629.89636,358.6151,0.88441813,664.9247,352.65472,0.9925016,669.45496,351.9593,0.7740743,702.38794,406.79388,0.96483266,708.25586,399.47107,0.80462635,761.2462,479.8767,0.92562956,769.82336,484.6123,0.5264697,818.39197,560.81665,0.9576796,814.96326,550.5716,0.5097505,780.6188,582.91016,0.88655764,780.86975,578.8762,0.7894556,733.46497,702.8917,1.0071175,740.3949,699.5625,0.92208415,748.66956,838.8264,0.94343436,748.78735,817.4547,0.97714543
622.3364,392.49603,0.961452,626.5194,377.80896,0.97187936,621.6456,379.10278,0.903871,659.91785,373.15204,0.99186707,663.265,372.29272,0.72222406,698.7578,418.78632,0.9449532,700.43164,414.17944,0.8500234,779.8434,470.7859,0.9137068,773.47314,468.54956,0.58096546,861.6859,521.886,0.89335924,851.53906,521.658,0.3415208,798.71387,580.15265,0.8665776,792.9392,576.84045,0.7037591,727.66125,706.2123,0.9961139,739.83716,698.50195,0.9283593,749.41614,840.91003,0.923362,751.29614,815.2284,0.92309296
618.4751,416.83905,0.94347906,624.02875,401.5183,1.0028546,616.86646,403.14087,0.8845856,657.3539,397.29462,0.98981863,660.7011,396.86017,0.75915444,697.99896,441.21838,0.96049654,693.0621,440.15454,0.8046228,784.8912,464.26074,0.8500596,760.8799,481.1819,0.7262878,883.22504,481.284,0.88341516,810.6159,507.58362,0.901636,808.5538,591.97253,0.889838,792.71674,589.0779,0.7148556,722.85236,711.271,0.96525013,735.5146,701.5768,0.92871535,751.7966,842.848,0.8894812,757.23724,814.771,0.9140117
619.2432,443.7425,1.0009701,623.5302,428.58838,0.9628105,617.18933,430.38635,0.89302915,658.2813,427.03906,0.9766153,659.2924,426.77454,0.69685256,702.33636,465.28125,0.9334969,686.4687,470.7182,0.82364553,780.35284,465.91132,0.86039054,770.60004,475.4406,0.80380553,887.8239,448.98102,0.9401604,824.2935,481.69794,0.9297365,815.99615,606.60364,0.8490594,793.33234,604.36505,0.7753103,719.66376,716.8555,0.9731581,724.37976,700.8027,0.8911804,752.21954,848.5236,0.957057,759.97406,810.7714,0.89363277
