0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1130.7495,520.21204,0.96411824,1137.7982,515.65753,0.91419053,1137.232,510.7317,0.98518217,1121.131,485.26434,0.6320925,1126.9358,489.33838,1.0038905,1069.2354,503.4801,0.7370391,1085.1093,504.14594,0.8274115,1084.5966,579.9283,0.9882092,1132.0394,575.2743,0.9705342,1142.3821,613.2588,1.0589291,1190.0088,625.5289,0.9577595,972.0833,573.23944,0.6382371,983.8411,573.7397,0.8718537,1018.41974,682.86444,0.7261883,1048.3776,678.0473,0.87419295,1031.0396,785.63715,0.85527706,1010.76434,790.0269,0.8918756
1133.6295,523.09625,0.93390405,1140.7494,517.53937,0.8809645,1140.529,513.4301,0.9592606,1120.1733,487.70544,0.62426937,1128.8817,493.5067,1.0032114,1070.5581,502.75714,0.7395817,1087.9985,507.33972,0.85817885,1079.5361,582.2707,0.99303603,1124.7434,582.4968,0.9374787,1127.107,625.19525,0.993914,1173.9064,645.1234,0.95632994,971.2959,573.15515,0.6960864,986.25,575.17584,0.8075246,1009.4396,681.24713,0.7985067,1047.5807,677.4655,0.9027819,1022.1128,784.5194,0.81928027,1028.1271,797.93024,0.92658603
1135.6593,526.8121,0.939085,1142.9949,522.4766,0.89333785,1142.5206,517.4705,0.9967469,1126.4529,490.9002,0.6570127,1131.9199,496.25793,1.0004138,1074.0386,505.8573,0.73895794,1091.0809,513.02295,0.8468958,1075.148,588.8808,0.95632035,1114.4323,590.4632,0.91009283,1113.942,641.1635,0.9479744,1152.4756,660.13617,0.96351624,972.562,573.9455,0.71084726,988.0469,576.70746,0.80904627,1009.86084,686.72296,0.8245908,1045.8268,685.14935,0.8777137,1030.4471,791.7541,0.8490069,1039.7621,805.3361,0.9720713
1137.0271,531.932,1.0079676,1144.0795,527.42285,0.88606,1144.1846,522.90796,0.9600911,1128.0731,496.11472,0.6302767,1135.7505,501.3342,1.0066761,1076.378,508.118,0.788314,1094.0521,517.751,0.8867042,1066.6912,592.369,0.93859494,1102.1514,596.323,0.87729514,1089.6779,653.1904,0.9573754,1126.5105,671.479,0.885489,972.8921,575.49744,0.7062516,987.7776,577.95715,0.84184265,1007.08984,689.5973,0.8252151,1039.8989,689.84937,0.8597489,1027.8926,794.7499,0.88597727,1047.476,809.7811,0.91113746
1141.0415,536.90454,0.97127444,1148.4514,532.07947,0.86809325,1148.1545,528.155,0.94443953,1132.346,500.59442,0.64563847,1138.6537,507.08032,1.0047948,1079.2317,508.80078,0.7950438,1096.4939,522.2308,0.91738904,1055.636,589.92664,0.9985741,1088.0015,596.4743,0.96382725,1058.0496,650.8919,0.9654901,1095.5356,678.97217,0.93865836,973.68726,575.90546,0.7325219,988.16455,579.3453,0.8074141,1004.15906,693.33966,0.87024796,1035.1683,693.1996,0.8580211,1027.285,797.4746,0.8632623,1047.3146,812.4608,0.9052854
1144.5862,544.1474,0.97277814,1151.3391,538.89215,0.8723553,1151.1311,534.823,0.9588448,1134.8854,509.3427,0.6315311,1141.2904,514.3489,0.9692068,1082.8849,513.9131,0.74999666,1099.2174,527.7732,0.9333664,1041.9788,590.5216,0.9809568,1074.2877,593.5492,0.8382977,1050.4247,652.77246,0.8205776,1059.3407,674.06244,0.9562399,975.91516,577.2161,0.69942534,988.66785,580.93097,0.8204119,1006.1366,695.1065,0.8088,1029.2867,696.701,0.76550484,1027.9863,800.2077,0.85075843,1042.2953,815.17523,0.92824095
1145.7812,554.3268,0.9780803,1153.4904,549.60034,0.89497435,1153.5504,545.2935,0.98219615,1137.7048,515.9375,0.62299025,1145.3762,523.7092,0.9991038,1087.9894,519.23096,0.80673677,1101.3362,535.2301,0.90801144,1033.393,585.1456,0.73620564,1060.2064,593.45526,0.9134816,1030.9127,608.83624,0.3103415,1026.505,662.937,0.92421293,976.0276,576.6882,0.69100165,989.0243,580.38525,0.8156241,1004.30457,693.921,0.8073981,1026.3566,697.11053,0.79204655,1027.0055,800.1847,0.81477284,1039.4435,816.8373,0.95255417
1147.5066,563.63873,0.9470147,1155.2834,559.51587,0.90173984,1155.1809,554.9971,0.96772647,1139.3618,525.3592,0.598945,1146.5024,533.27576,0.99372864,1091.9424,526.53125,0.8037118,1102.2231,541.9254,0.904175,1016.82855,562.0421,0.5753021,1049.0288,585.8218,0.9782445,972.774,629.77325,0.70493484,996.46857,648.53094,0.88698417,973.789,574.44055,0.63574994,988.5173,581.0333,0.82022536,1002.61444,699.9452,0.77336884,1027.0703,698.7035,0.8774613,1025.7522,803.1708,0.8146174,1037.1218,818.526,0.939231
1146.4353,576.71594,0.9355208,1155.4562,573.8501,0.91683924,1154.651,568.27435,0.9476963,1141.4197,537.6738,0.649266,1147.3964,545.16205,0.9813141,1097.0345,536.96454,0.8607018,1101.3547,551.2524,0.9161805,1029.3016,571.02515,0.5333258,1036.1093,582.4012,0.982032,966.8073,623.3572,0.57295585,969.72186,629.149,0.9250964,974.043,576.7278,0.6854424,985.57416,582.9251,0.7639835,1002.9715,700.37335,0.8271408,1023.2337,702.87036,0.8979837,1022.5949,803.43195,0.8847688,1034.7424,820.3238,0.8670821
1146.7078,590.5705,0.90586233,1155.212,587.1964,0.87502646,1154.3804,581.50934,0.94281906,1143.7279,551.45404,0.6587473,1145.9896,557.9881,0.9977621,1099.7556,547.66296,0.8610967,1101.8927,563.5135,0.8522233,1023.6234,555.6841,0.61724746,1031.1686,576.3441,0.8646797,952.5886,594.83203,0.7256906,954.43506,604.9571,0.91172385,974.6688,573.0762,0.6914676,985.25366,582.43024,0.7178898,1003.1293,702.439,0.8023652,1019.6367,705.2609,0.9129793,1023.41895,808.30054,0.8511924,1031.196,823.8342,0.9059912
