0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1178.039,232.87842,1.001404,1188.8046,219.43585,0.9760215,1171.9751,209.79114,0.9962548,1164.522,213.6358,0.60646117,1122.3455,189.42041,0.9727627,1120.3844,313.72394,0.91524184,1055.6796,268.07343,0.9281187,1083.3684,429.802,0.9718188,991.1853,381.7448,0.98712176,1114.0709,507.31793,0.96947646,1062.609,495.6701,0.95909953,1089.1453,535.79706,0.8986902,1027.1438,529.6611,0.88517845,1130.2019,711.41693,0.93848205,1074.0095,715.92914,0.95508325,1084.8035,900.642,0.9584025,1035.8529,944.24896,0.91925645
1182.9875,235.8396,0.9489168,1194.0095,223.49377,0.9600892,1177.5791,212.76813,0.98888355,1168.7017,217.55951,0.5933406,1127.3308,191.46594,0.9781422,1121.4573,313.59778,0.92863584,1058.188,268.9585,0.921818,1083.1816,430.49316,0.9852655,993.3973,384.59747,0.9680474,1111.2676,514.9657,0.95280385,1055.3945,502.24304,0.96218795,1086.9014,535.64514,0.8914486,1023.59076,530.1481,0.8765266,1127.7725,712.4564,0.9412929,1074.4697,716.2245,0.9380822,1088.7234,904.8861,0.9630662,1036.7622,946.53296,0.89677656
1185.767,245.34436,0.97549,1197.4257,232.30994,0.9849207,1183.4344,220.6947,0.96879125,1171.3588,219.57324,0.5986954,1133.7916,192.90051,0.9858627,1125.8727,320.12317,0.9230521,1060.521,271.5655,0.9459696,1082.3186,433.96112,0.9653666,994.11194,387.2342,0.9957824,1105.9475,520.69965,0.9683704,1042.6051,509.86957,0.9886749,1082.4193,535.95404,0.88380253,1019.5148,530.16425,0.87256587,1125.3485,714.88324,0.9569853,1076.0508,717.5079,0.93501425,1090.4159,904.543,0.97877055,1036.0361,947.4952,0.92944777
1197.5912,241.00238,0.9809971,1208.5358,229.43475,0.9945893,1191.0725,217.71594,0.9793553,1186.0114,228.31055,0.60285425,1137.9309,200.08295,0.9884536,1131.371,324.222,0.91871715,1067.7146,278.05524,0.92651486,1085.2816,437.10938,0.95039284,992.8085,390.3089,0.9926413,1103.8185,529.8349,0.94561183,1024.4246,521.27264,0.9624473,1077.0751,533.97186,0.8840097,1018.0488,526.12225,0.8419085,1121.6055,715.8121,0.9847513,1077.0033,719.83563,0.9386219,1092.216,908.1679,1.002915,1035.5763,949.38776,0.947592
1205.248,248.96033,0.957435,1216.8981,237.70947,0.9755881,1198.9895,225.12805,0.9893156,1199.7194,240.22125,0.60773504,1146.0326,207.31537,0.98708934,1137.4019,334.98767,0.9464481,1074.1699,285.9231,0.92032284,1080.6428,447.17706,0.8995984,990.4468,391.18384,0.9615829,1093.6896,540.48083,0.9738452,996.6814,533.27673,1.0172907,1071.0037,541.308,0.9064171,1016.00854,532.58093,0.8375969,1120.2261,719.79626,0.97350633,1079.5276,719.7169,0.95026875,1091.8352,906.5397,0.97325623,1035.3654,946.6249,0.9215267
1212.4061,267.4007,0.9505025,1223.6918,254.90582,0.925166,1207.5016,243.33466,0.97171915,1201.8661,248.74036,0.56268275,1156.5559,220.78717,0.95521754,1143.136,344.32275,0.94345313,1078.8694,297.7401,0.9140167,1079.2242,453.33948,0.9181684,983.9105,393.9322,0.9742186,1081.1108,547.9287,0.91244197,959.0591,530.52734,0.9835136,1064.2961,547.0563,0.9011769,1010.33496,536.0748,0.8784604,1122.0548,721.2379,0.94134796,1081.4119,722.2224,0.97919196,1093.9764,906.9757,0.96605414,1036.3682,950.2899,0.9240645
1226.0792,282.92682,0.9776232,1237.1359,269.06958,0.9892877,1220.3059,259.57452,0.98860276,1206.9485,260.4323,0.54542553,1166.8062,237.2674,1.0052805,1150.7463,355.6502,0.94848883,1086.5991,312.43518,0.93051136,1065.2118,447.75085,0.6760256,978.3231,395.6056,0.96004045,1053.433,548.6122,0.6823615,911.73364,520.8169,0.98220015,1053.4213,552.7462,0.8913554,996.0481,543.6034,0.87356555,1124.3557,720.2898,0.9665001,1083.8416,721.45703,0.99280035,1093.2092,909.7755,0.9348951,1037.0189,950.96484,0.9035919
1237.0764,303.47162,0.95550257,1247.8188,290.297,0.97165155,1232.1477,280.5511,0.95111823,1214.9517,283.4444,0.55441374,1177.6707,260.4909,0.98854977,1157.1812,374.1518,0.9403478,1088.542,334.75806,0.9004562,1063.344,460.232,0.688998,967.47687,399.66656,0.95786995,1050.0789,552.9809,0.73697907,863.3161,495.99792,0.9410328,1046.886,561.71466,0.8968402,987.0534,553.0583,0.8672687,1128.4478,721.78314,0.9538413,1087.7029,724.1412,1.0067892,1094.4072,906.8848,0.9833822,1038.1084,949.8173,0.9645668
1245.849,335.29047,0.98276234,1257.2124,321.4131,0.9674782,1240.0045,310.73218,0.9696518,1239.2148,317.1065,0.50824845,1187.4408,290.1339,0.9798191,1161.8168,396.05267,0.93681574,1095.4298,361.43793,0.91010106,1062.4435,475.11072,0.52453494,958.0414,401.19153,0.9156654,1045.1522,561.88965,0.599609,833.44946,458.25012,0.9763477,1040.0135,573.72,0.8582854,979.86536,565.8981,0.86664784,1132.3967,722.7251,0.9757645,1090.0269,725.7063,0.9792454,1094.0664,908.209,0.986503,1038.3783,948.3428,0.93989617
1255.6315,367.99356,0.9866957,1265.5687,353.44962,0.9427744,1248.7546,343.81534,0.9820582,1225.7467,342.76517,0.52867115,1194.4548,327.16544,0.98667425,1166.0381,420.2809,0.93483746,1095.3517,390.84195,0.8961667,1063.6154,487.30453,0.2906981,949.766,403.6373,0.93249184,1037.4347,588.4353,0.28038323,826.5405,420.81436,0.984254,1034.6329,585.2351,0.90851927,972.51843,581.02966,0.8587101,1138.8469,724.63074,0.97375685,1095.6139,729.4259,0.97016096,1095.6929,905.9813,0.9474467,1039.1812,947.52625,0.9330936
1259.228,406.85715,1.0120401,1267.5676,392.741,0.9594976,1251.9175,383.49838,0.9458674,1229.0371,384.90665,0.48677725,1198.3118,366.8644,0.96545905,1162.9275,454.142,0.87690675,1092.1174,422.3737,0.87163067,1064.4043,482.63968,0.5808858,952.83575,408.4857,0.95370924,1003.40094,484.3632,0.82630074,836.45233,396.69687,0.96804607,1030.0154,602.9983,0.8682658,967.1519,600.67993,0.89198023,1144.0645,726.85815,0.942994,1103.56,735.3589,0.94636977,1095.9253,909.1647,0.9775779,1039.1572,951.5178,0.9480198
1261.6929,445.0042,1.018381,1269.1294,430.55756,0.96368605,1255.0869,421.25824,0.964219,1221.6414,418.34528,0.585534,1201.9922,404.71875,0.9903834,1164.8447,488.3526,0.88451076,1099.3926,456.3086,0.85453284,1047.5862,472.63635,0.574191,963.6721,424.00885,0.92247736,1000.0687,469.09882,0.9697306,848.05725,395.00275,0.9969265,1028.0319,624.1944,0.86301136,963.82935,623.7679,0.8659579,1149.9082,729.773,0.9190286,1109.8479,739.4489,0.966341,1095.2905,910.0389,0.9580352,1039.2682,952.962,0.8882562
1259.6167,475.28375,0.99640036,1265.4841,459.09357,0.92191374,1252.2568,453.06683,0.97440034,1206.9729,444.22852,0.5905383,1197.075,437.04742,0.97120416,1164.8037,516.9976,0.8696258,1088.9097,482.50623,0.8478475,986.6823,474.4317,0.4825419,965.87836,450.9801,0.8672874,986.0644,481.29578,0.49121633,859.6733,418.00854,0.9974786,1020.96295,641.4602,0.8082446,959.4434,642.76575,0.80067027,1154.5159,732.17236,0.94007236,1116.1296,743.49805,0.9255824,1097.4731,910.5486,0.9288448,1040.0955,949.8325,0.9134408
1255.7448,490.4382,1.0156896,1261.3169,475.4537,0.949713,1247.3923,470.296,0.9741224,1202.0172,463.15195,0.6242629,1193.1073,456.0544,0.97822225,1157.8552,535.26135,0.836004,1087.9341,506.39285,0.8603182,986.49097,499.5773,0.42743367,958.8838,481.0416,0.8861988,969.4292,504.19565,0.78331816,847.9944,466.01035,0.9564457,1021.0006,657.8524,0.8014583,958.1621,661.9131,0.8200394,1159.9702,735.30005,0.95483893,1121.584,745.98303,0.95067286,1099.2343,913.6703,0.9463816,1041.2205,952.25806,0.92671746
1249.0142,488.9585,0.9796328,1252.9998,473.53772,0.9589114,1238.648,468.81482,0.98371303,1193.5474,466.89575,0.60920715,1182.2117,460.50092,0.97678936,1154.2379,542.6876,0.84850335,1079.4751,517.4694,0.8587143,1039.6106,554.1897,0.49176553,950.1642,523.35815,0.7948998,970.32544,548.45654,0.85463846,846.01904,543.2583,0.955234,1024.2655,669.8928,0.8013008,959.6565,675.9059,0.8267832,1164.8729,740.17224,0.9533503,1128.6262,751.2643,0.9507946,1099.9109,913.7637,0.9391972,1042.1013,952.4813,0.91535985
1231.1609,473.76874,0.98603064,1233.8335,459.13312,0.94976306,1219.1196,454.84296,0.9989369,1182.5461,455.88666,0.56324005,1162.6997,450.66284,0.9772227,1146.3835,545.5429,0.8428417,1067.074,522.38086,0.8656527,1047.7542,621.4784,0.45738745,949.16,564.64166,0.9540378,1020.9277,673.3908,0.37415025,856.13934,634.2281,0.92019856,1026.8779,682.0999,0.778089,959.89667,687.3121,0.8329755,1169.2454,743.58466,0.93347096,1132.7361,754.7028,0.97428167,1099.3345,912.6508,0.9234391,1043.5471,951.8466,0.92726475
1202.697,447.33716,0.993109,1205.0984,433.43774,0.9836676,1188.7126,429.32123,1.0033593,1162.0791,439.1172,0.5292832,1132.75,432.2732,0.9486156,1135.2014,532.2562,0.94141996,1052.3376,516.7329,0.89458865,1048.25,629.27344,0.5987161,956.50543,613.79346,0.92334306,1009.58453,684.60474,0.3694066,900.65326,722.81323,0.9035285,1029.9314,687.8926,0.81789744,966.741,694.2848,0.8318651,1172.2097,743.6177,0.9391259,1136.6895,756.5464,0.90215063,1100.1218,914.7705,0.97244084,1044.8596,952.6472,0.94138443
1162.3937,426.3503,0.9433375,1164.7002,413.42978,0.9690285,1148.1619,409.29984,0.95479774,1125.0498,420.20737,0.50520694,1092.0591,413.10208,0.9751375,1116.0165,521.60767,0.97024184,1026.8191,509.03354,0.9071592,1092.9421,640.89905,0.950648,989.4458,656.00183,0.9803982,1106.6602,727.01917,0.7947161,984.05237,782.22974,0.9178276,1034.9452,692.8097,0.85048896,961.59937,701.64197,0.8302599,1172.5493,744.05786,0.9819396,1135.5801,755.8873,0.9144144,1100.9023,914.6444,0.94732416,1045.2507,952.8994,0.93594027
1114.7206,407.05957,1.0072875,1117.9224,394.96283,1.0133774,1098.5428,392.0902,0.9860518,1109.5066,404.21796,0.6563991,1044.9757,398.85913,0.966599,1094.2169,504.65344,0.9865866,1009.74695,492.50653,0.92873394,1132.4711,616.1006,0.9387662,1047.84,637.208,0.9488156,1193.4254,712.886,0.84571856,1106.7213,761.7616,0.8288293,1019.74475,689.5737,0.8474175,958.04114,698.6044,0.85539985,1169.3204,743.20703,0.8850026,1135.9613,756.1875,0.7839667,1099.7827,911.7075,0.91128945,1044.7299,953.3136,0.8960742
1065.6013,389.62393,0.94888085,1069.0693,377.61722,0.96193486,1047.5078,376.38504,0.96890676,1068.4021,391.19888,0.7447903,999.05383,392.14267,0.99639857,1068.9631,488.6519,0.99651086,985.74817,476.27298,0.93827283,1150.9233,559.2228,0.9034625,1082.9711,558.78674,0.76801336,1247.2822,613.605,0.8575761,1201.2529,623.0835,0.58842623,1019.2499,680.80896,0.8823158,956.9343,691.4,0.859861,1167.9163,742.0349,0.9611902,1132.081,754.4907,0.9472296,1099.0215,914.7449,0.9765111,1044.156,953.47534,0.9451072
1022.9289,369.33972,0.9625221,1023.27606,358.94867,0.95633507,1003.63116,360.31665,0.939929,1019.7808,376.55444,0.70836055,959.8869,383.841,0.9862139,1022.1563,459.55133,0.85747206,968.68256,449.00433,0.9243268,1110.6345,477.25293,0.8754117,1076.8728,468.1518,0.8225963,1225.2361,453.1073,0.62319744,1205.3628,445.16272,0.7186575,1008.34955,668.40204,0.9318127,956.441,682.07135,0.8827689,1168.3225,741.2668,0.93858683,1129.5259,754.42035,0.9627538,1099.9651,914.4516,0.96684843,1043.9548,954.16205,0.91201866
979.7061,358.73215,0.9975508,977.2845,346.36575,0.99066436,960.8276,350.88992,0.9600296,982.56866,360.7855,0.81189907,921.52094,378.2084,1.0141435,1009.3758,431.48575,0.9301281,940.1359,425.32376,0.85067976,1100.7017,374.2698,0.89960396,1049.6106,352.5383,0.6994872,1163.4683,283.41495,0.8971662,1130.5405,286.31534,0.5759965,1011.25226,655.3761,0.8754116,959.5291,667.42957,0.8750257,1170.3457,740.42725,0.9869708,1132.2502,751.1278,0.955104,1102.6091,912.3069,0.9940908,1045.9451,949.13025,0.9283471
929.3019,328.54407,0.9936936,925.21533,320.12128,0.95353365,910.5388,325.00153,0.9775243,932.8596,341.01984,0.84268206,882.9857,363.12494,0.9546015,971.03625,405.75305,0.9577983,907.03235,408.48053,0.93229914,1041.4554,316.72235,0.98305297,974.1797,290.0515,0.8524082,1039.8542,214.9375,0.93952036,1018.16846,202.3034,0.8417538,1023.0991,631.6163,0.92656547,969.4248,644.75446,0.93483096,1172.6284,733.4615,0.9503969,1131.0225,750.47516,0.9569884,1105.7207,910.4932,1.0032294,1048.0889,947.5767,0.938982
880.1793,314.8628,0.9362199,874.04114,309.79297,0.84060466,864.58167,316.12628,0.91504097,877.8889,332.05518,0.62934065,844.6178,355.26257,0.9916376,935.4331,378.5116,0.9344454,876.1948,388.25128,0.8826244,967.04895,278.31677,1.0154743,885.28076,275.70514,0.79677314,921.7229,195.87842,0.9024818,893.4431,193.83661,0.98194444,1027.343,592.24207,0.89881015,979.6294,604.094,0.9074011,1175.2012,712.68884,0.9583724,1132.1016,732.77637,0.9393823,1113.5042,887.079,0.9418119,1054.9225,932.1404,0.94077647
820.5078,323.51025,0.7664288,816.14746,321.28467,0.701511,805.85095,327.84436,0.8619927,822.62976,335.32007,0.58657587,802.40076,361.98193,0.93321395,893.963,354.35248,0.94106674,839.5741,383.36517,0.8100731,901.2739,284.0553,0.98632133,812.9794,313.69775,0.81546605,828.3269,226.46814,0.96723497,803.7854,239.1814,0.9224666,1040.6616,531.5934,0.9314809,995.3917,547.41016,0.87855566,1169.6057,680.06824,0.9879333,1120.8312,695.66797,0.9780654,1131.5875,869.26697,1.0214126,1065.943,907.39087,0.918988
779.8271,380.74,0.55646884,779.6219,392.81793,0.44192916,772.81866,383.0655,0.6443163,781.2653,407.9809,0.49646944,775.98676,393.8051,0.8015897,847.25665,347.74695,0.7791281,801.1092,377.92877,0.88098174,847.29156,310.4964,0.881816,771.7215,349.48187,0.73837614,773.89984,273.305,0.9335078,743.08356,277.198,0.89516866,1040.6514,469.78546,0.86232436,1008.5976,485.46027,0.8481283,1153.0405,629.0562,0.979016,1105.6284,643.6353,0.93206465,1144.8389,826.7027,0.9484608,1078.0347,865.34064,0.78956807
761.9962,418.35825,0.53912663,773.7738,435.20334,0.50040656,760.72156,425.5787,0.68744767,772.8535,455.91037,0.60068357,768.2467,437.49698,0.75174224,796.3795,384.53403,0.70616794,769.8954,398.16733,0.7780303,786.53296,344.14243,0.5544043,719.70715,304.83786,0.8689131,749.7388,331.6135,0.71670794,682.2438,304.2761,0.8801403,1031.8353,427.48813,0.7926718,1009.1471,438.73618,0.8349277,1155.5541,572.4335,0.96335816,1109.9912,578.526,0.92437863,1135.7162,761.23035,0.9335754,1076.3973,801.0321,0.8622613
