0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1249.1833,286.04306,0.9928911,1244.56,273.978,0.8893078,1239.5778,273.73557,0.97014624,1203.4113,284.816,0.79674804,1208.7101,283.85446,0.9801723,1189.1117,351.4764,0.85362625,1197.3634,355.73904,0.90312755,1268.8553,433.37643,0.8642193,1280.1686,429.67197,0.9348517,1353.9033,439.02762,0.8315877,1362.3053,436.18857,0.9602407,1177.3383,546.6355,0.674911,1175.1571,549.5542,0.8287096,1211.864,681.2965,0.80325556,1209.4551,690.56934,0.88409203,1192.7917,797.1105,0.94532645,1186.9225,823.7262,0.94701064
1254.6638,294.80585,0.99518156,1250.342,282.7165,0.9093853,1245.72,282.89288,0.9798456,1209.7163,293.59155,0.7257149,1215.3193,291.94043,0.99623525,1191.52,359.25958,0.83427435,1198.8523,362.6656,0.91263556,1257.206,451.3343,0.70164526,1269.4338,451.97357,0.9668607,1339.3254,483.93024,0.635574,1348.2996,487.2248,0.9548633,1174.7466,551.808,0.6589234,1172.7466,554.26196,0.83220285,1211.9568,684.5168,0.8135954,1214.5461,691.6119,0.88417864,1193.3206,798.6849,0.9200046,1187.0576,824.21796,0.92575395
1261.9307,300.77814,0.93659925,1257.7732,288.9157,0.9008009,1252.3251,288.63477,0.9582671,1220.949,298.5794,0.7656209,1221.7219,298.01935,1.0005418,1200.1704,365.9588,0.802598,1200.4991,369.22156,0.9428904,1247.8076,475.73242,0.84432614,1256.1936,471.2951,0.9345279,1309.9655,529.2259,0.8214834,1320.8453,530.1561,0.9410564,1179.2314,560.0729,0.7226318,1167.2714,562.26086,0.8509194,1224.9131,685.06854,0.84924763,1210.0577,695.53546,0.8923851,1197.857,802.8183,0.83798873,1186.716,822.3449,0.97681636
1269.6055,310.13498,0.9631725,1265.6649,297.92014,0.9223378,1260.5099,297.6019,0.98373675,1228.3556,306.228,0.7483749,1228.2006,305.45334,0.99523747,1209.6271,372.65524,0.8213066,1201.9486,374.4166,0.94614434,1232.6886,485.47647,0.76931685,1239.4509,487.75937,0.93556166,1277.0594,562.08057,0.7592864,1284.0948,567.0602,0.91593254,1183.0687,565.0951,0.75556886,1162.1957,567.03394,0.802632,1233.9669,686.98816,0.9195447,1210.57,698.5989,0.91406476,1203.5425,801.6963,0.954921,1184.5148,823.8314,0.9420468
1278.4646,313.94296,0.986173,1273.9734,302.3398,0.92604244,1269.3306,301.4609,0.9936084,1232.52,311.7726,0.81234527,1238.283,311.10428,1.020086,1203.6692,375.26498,0.80332494,1209.7214,382.6064,0.92326033,1205.3108,491.96188,0.64035434,1216.1157,500.70053,0.93864584,1223.4377,587.088,0.5361217,1236.3157,596.348,0.9327338,1162.602,569.4066,0.67040074,1167.2732,573.5276,0.77176744,1210.987,688.76953,0.80662745,1228.0171,694.18384,0.9206306,1195.762,800.6832,0.7933433,1189.0918,822.8906,0.94404435
1286.7928,320.79648,0.9794631,1283.5474,309.11362,0.89793277,1278.8468,308.3665,0.9591182,1242.323,316.29855,0.79039496,1247.6051,315.69638,1.0053937,1215.1261,380.79074,0.8031446,1212.2511,384.34274,0.9439883,1191.8485,494.25375,0.7508383,1188.7242,496.9039,0.9783993,1194.8536,587.52625,0.68285084,1183.4498,598.06445,0.97346383,1173.9897,578.34045,0.644042,1170.3634,583.70703,0.7136236,1222.5514,689.64526,0.7592072,1225.5084,699.056,0.93429327,1198.6254,799.74365,0.85950637,1188.0237,821.42163,0.93744504
1294.5114,326.06848,0.9438033,1291.8152,314.10114,0.8872503,1287.2766,313.61615,0.9504075,1251.3794,320.1891,0.7471265,1257.0779,319.9259,0.9872373,1220.581,380.6502,0.8050525,1216.7617,384.0686,0.924047,1166.4379,479.82568,0.6227641,1165.7241,483.37024,0.9617779,1127.197,571.99243,0.5155499,1128.1832,575.78894,0.8875427,1179.6238,575.126,0.77861905,1171.494,578.07733,0.8687664,1222.4119,688.979,0.86055267,1222.9543,696.13696,0.9003363,1197.6913,800.8578,0.87954605,1187.5973,820.82117,0.95692647
1305.1777,328.0883,1.0015794,1301.7609,315.96408,0.91172695,1297.1442,315.09927,0.9899193,1261.3461,323.41714,0.75222266,1265.6439,323.1666,0.9831998,1229.215,381.92337,0.82138586,1224.0052,384.75967,0.96590614,1156.1464,461.65164,0.59412813,1146.7,462.76187,0.9277028,1088.7869,537.13586,0.32219929,1072.3462,536.34705,0.88811636,1169.6439,571.06506,0.71721774,1164.0365,575.53894,0.8455671,1215.4388,684.2129,0.7737583,1220.7552,694.35376,0.9237592,1197.4279,793.19165,0.818526,1187.861,820.26843,0.95586383
1311.9161,334.9894,0.96317077,1308.5063,322.70096,0.9042123,1304.5299,321.99368,0.97881424,1270.5566,330.13065,0.7413945,1274.2809,329.8524,0.9943851,1236.9974,385.7355,0.8598024,1229.4683,384.975,0.9614228,1141.9229,439.68692,0.6510591,1132.1697,437.9476,0.9211244,1040.1569,481.9628,0.35066354,1035.0985,486.98056,0.8837332,1161.762,563.29346,0.7277744,1157.8018,566.3373,0.83421063,1211.531,682.82007,0.77718735,1219.3638,688.3905,0.8979323,1195.4008,794.53235,0.8779464,1188.1212,819.11414,0.9369351
1318.7245,342.89792,0.9848386,1315.4308,330.94882,0.8998283,1311.461,329.55618,0.96772134,1274.0756,337.68228,0.76204205,1280.8429,337.18655,1.0293367,1236.5032,390.0593,0.81809545,1234.3163,388.57407,0.9437845,1133.6605,418.71548,0.6453826,1130.7609,414.24008,0.8997598,1035.5762,431.0424,0.5836793,1028.5217,429.1606,0.8699876,1148.8263,559.34875,0.6720493,1153.9681,562.92505,0.84641135,1200.6185,681.84656,0.8098422,1218.6516,682.5835,0.863593,1192.3562,795.45056,0.88621897,1188.5178,817.92334,0.93763685
